id,survived,class,sex,age,sib_sp_onboard,par_ch_onboard,fare,cabin,port
560,TRUE,3,female,36,1,0,17.4,,S
561,FALSE,3,male,NA,0,0,7.75,,Q
562,FALSE,3,male,40,0,0,7.8958,,S
563,FALSE,2,male,28,0,0,13.5,,S
564,FALSE,3,male,NA,0,0,8.05,,S
565,FALSE,3,female,NA,0,0,8.05,,S
566,FALSE,3,male,24,2,0,24.15,,S
567,FALSE,3,male,19,0,0,7.8958,,S
568,FALSE,3,female,29,0,4,21.075,,S
569,FALSE,3,male,NA,0,0,7.2292,,C
570,TRUE,3,male,32,0,0,7.8542,,S
571,TRUE,2,male,62,0,0,10.5,,S
572,TRUE,1,female,53,2,0,51.4792,C101,S
573,TRUE,1,male,36,0,0,26.3875,E25,S
574,TRUE,3,female,NA,0,0,7.75,,Q
575,FALSE,3,male,16,0,0,8.05,,S
576,FALSE,3,male,19,0,0,14.5,,S
577,TRUE,2,female,34,0,0,13,,S
578,TRUE,1,female,39,1,0,55.9,E44,S
579,FALSE,3,female,NA,1,0,14.4583,,C
580,TRUE,3,male,32,0,0,7.925,,S
581,TRUE,2,female,25,1,1,30,,S
582,TRUE,1,female,39,1,1,110.8833,C68,C
583,FALSE,2,male,54,0,0,26,,S
584,FALSE,1,male,36,0,0,40.125,A10,C
585,FALSE,3,male,NA,0,0,8.7125,,C
586,TRUE,1,female,18,0,2,79.65,E68,S
587,FALSE,2,male,47,0,0,15,,S
588,TRUE,1,male,60,1,1,79.2,B41,C
589,FALSE,3,male,22,0,0,8.05,,S
590,FALSE,3,male,NA,0,0,8.05,,S
591,FALSE,3,male,35,0,0,7.125,,S
592,TRUE,1,female,52,1,0,78.2667,D20,C
593,FALSE,3,male,47,0,0,7.25,,S
594,FALSE,3,female,NA,0,2,7.75,,Q
595,FALSE,2,male,37,1,0,26,,S
596,FALSE,3,male,36,1,1,24.15,,S
597,TRUE,2,female,NA,0,0,33,,S
598,FALSE,3,male,49,0,0,0,,S
599,FALSE,3,male,NA,0,0,7.225,,C
600,TRUE,1,male,49,1,0,56.9292,A20,C
601,TRUE,2,female,24,2,1,27,,S
602,FALSE,3,male,NA,0,0,7.8958,,S
603,FALSE,1,male,NA,0,0,42.4,,S
604,FALSE,3,male,44,0,0,8.05,,S
605,TRUE,1,male,35,0,0,26.55,,C
606,FALSE,3,male,36,1,0,15.55,,S
607,FALSE,3,male,30,0,0,7.8958,,S
608,TRUE,1,male,27,0,0,30.5,,S
609,TRUE,2,female,22,1,2,41.5792,,C
610,TRUE,1,female,40,0,0,153.4625,C125,S
611,FALSE,3,female,39,1,5,31.275,,S
612,FALSE,3,male,NA,0,0,7.05,,S
613,TRUE,3,female,NA,1,0,15.5,,Q
614,FALSE,3,male,NA,0,0,7.75,,Q
615,FALSE,3,male,35,0,0,8.05,,S
616,TRUE,2,female,24,1,2,65,,S
617,FALSE,3,male,34,1,1,14.4,,S
618,FALSE,3,female,26,1,0,16.1,,S
619,TRUE,2,female,4,2,1,39,F4,S
620,FALSE,2,male,26,0,0,10.5,,S
621,FALSE,3,male,27,1,0,14.4542,,C
622,TRUE,1,male,42,1,0,52.5542,D19,S
623,TRUE,3,male,20,1,1,15.7417,,C
624,FALSE,3,male,21,0,0,7.8542,,S
625,FALSE,3,male,21,0,0,16.1,,S
626,FALSE,1,male,61,0,0,32.3208,D50,S
627,FALSE,2,male,57,0,0,12.35,,Q
628,TRUE,1,female,21,0,0,77.9583,D9,S
629,FALSE,3,male,26,0,0,7.8958,,S
630,FALSE,3,male,NA,0,0,7.7333,,Q
631,TRUE,1,male,80,0,0,30,A23,S
632,FALSE,3,male,51,0,0,7.0542,,S
633,TRUE,1,male,32,0,0,30.5,B50,C
634,FALSE,1,male,NA,0,0,0,,S
635,FALSE,3,female,9,3,2,27.9,,S
636,TRUE,2,female,28,0,0,13,,S
637,FALSE,3,male,32,0,0,7.925,,S
638,FALSE,2,male,31,1,1,26.25,,S
639,FALSE,3,female,41,0,5,39.6875,,S
640,FALSE,3,male,NA,1,0,16.1,,S
641,FALSE,3,male,20,0,0,7.8542,,S
642,TRUE,1,female,24,0,0,69.3,B35,C
643,FALSE,3,female,2,3,2,27.9,,S
644,TRUE,3,male,NA,0,0,56.4958,,S
645,TRUE,3,female,0.75,2,1,19.2583,,C
646,TRUE,1,male,48,1,0,76.7292,D33,C
647,FALSE,3,male,19,0,0,7.8958,,S
648,TRUE,1,male,56,0,0,35.5,A26,C
649,FALSE,3,male,NA,0,0,7.55,,S
650,TRUE,3,female,23,0,0,7.55,,S
651,FALSE,3,male,NA,0,0,7.8958,,S
652,TRUE,2,female,18,0,1,23,,S
653,FALSE,3,male,21,0,0,8.4333,,S
654,TRUE,3,female,NA,0,0,7.8292,,Q
655,FALSE,3,female,18,0,0,6.75,,Q
656,FALSE,2,male,24,2,0,73.5,,S
657,FALSE,3,male,NA,0,0,7.8958,,S
658,FALSE,3,female,32,1,1,15.5,,Q
659,FALSE,2,male,23,0,0,13,,S
660,FALSE,1,male,58,0,2,113.275,D48,C
661,TRUE,1,male,50,2,0,133.65,,S
662,FALSE,3,male,40,0,0,7.225,,C
663,FALSE,1,male,47,0,0,25.5875,E58,S
664,FALSE,3,male,36,0,0,7.4958,,S
665,TRUE,3,male,20,1,0,7.925,,S
666,FALSE,2,male,32,2,0,73.5,,S
667,FALSE,2,male,25,0,0,13,,S
668,FALSE,3,male,NA,0,0,7.775,,S
669,FALSE,3,male,43,0,0,8.05,,S
670,TRUE,1,female,NA,1,0,52,C126,S
671,TRUE,2,female,40,1,1,39,,S
672,FALSE,1,male,31,1,0,52,B71,S
673,FALSE,2,male,70,0,0,10.5,,S
674,TRUE,2,male,31,0,0,13,,S
675,FALSE,2,male,NA,0,0,0,,S
676,FALSE,3,male,18,0,0,7.775,,S
677,FALSE,3,male,24.5,0,0,8.05,,S
678,TRUE,3,female,18,0,0,9.8417,,S
679,FALSE,3,female,43,1,6,46.9,,S
680,TRUE,1,male,36,0,1,512.3292,B51 B53 B55,C
681,FALSE,3,female,NA,0,0,8.1375,,Q
682,TRUE,1,male,27,0,0,76.7292,D49,C
683,FALSE,3,male,20,0,0,9.225,,S
684,FALSE,3,male,14,5,2,46.9,,S
685,FALSE,2,male,60,1,1,39,,S
686,FALSE,2,male,25,1,2,41.5792,,C
687,FALSE,3,male,14,4,1,39.6875,,S
688,FALSE,3,male,19,0,0,10.1708,,S
689,FALSE,3,male,18,0,0,7.7958,,S
690,TRUE,1,female,15,0,1,211.3375,B5,S
691,TRUE,1,male,31,1,0,57,B20,S
692,TRUE,3,female,4,0,1,13.4167,,C
693,TRUE,3,male,NA,0,0,56.4958,,S
694,FALSE,3,male,25,0,0,7.225,,C
695,FALSE,1,male,60,0,0,26.55,,S
696,FALSE,2,male,52,0,0,13.5,,S
697,FALSE,3,male,44,0,0,8.05,,S
698,TRUE,3,female,NA,0,0,7.7333,,Q
699,FALSE,1,male,49,1,1,110.8833,C68,C
700,FALSE,3,male,42,0,0,7.65,F G63,S
701,TRUE,1,female,18,1,0,227.525,C62 C64,C
702,TRUE,1,male,35,0,0,26.2875,E24,S
703,FALSE,3,female,18,0,1,14.4542,,C
704,FALSE,3,male,25,0,0,7.7417,,Q
705,FALSE,3,male,26,1,0,7.8542,,S
706,FALSE,2,male,39,0,0,26,,S
707,TRUE,2,female,45,0,0,13.5,,S
708,TRUE,1,male,42,0,0,26.2875,E24,S
709,TRUE,1,female,22,0,0,151.55,,S
710,TRUE,3,male,NA,1,1,15.2458,,C
711,TRUE,1,female,24,0,0,49.5042,C90,C
712,FALSE,1,male,NA,0,0,26.55,C124,S
713,TRUE,1,male,48,1,0,52,C126,S
714,FALSE,3,male,29,0,0,9.4833,,S
715,FALSE,2,male,52,0,0,13,,S
716,FALSE,3,male,19,0,0,7.65,F G73,S
717,TRUE,1,female,38,0,0,227.525,C45,C
718,TRUE,2,female,27,0,0,10.5,E101,S
719,FALSE,3,male,NA,0,0,15.5,,Q
720,FALSE,3,male,33,0,0,7.775,,S
721,TRUE,2,female,6,0,1,33,,S
722,FALSE,3,male,17,1,0,7.0542,,S
723,FALSE,2,male,34,0,0,13,,S
724,FALSE,2,male,50,0,0,13,,S
725,TRUE,1,male,27,1,0,53.1,E8,S
726,FALSE,3,male,20,0,0,8.6625,,S
727,TRUE,2,female,30,3,0,21,,S
728,TRUE,3,female,NA,0,0,7.7375,,Q
729,FALSE,2,male,25,1,0,26,,S
730,FALSE,3,female,25,1,0,7.925,,S
731,TRUE,1,female,29,0,0,211.3375,B5,S
732,FALSE,3,male,11,0,0,18.7875,,C
733,FALSE,2,male,NA,0,0,0,,S
734,FALSE,2,male,23,0,0,13,,S
735,FALSE,2,male,23,0,0,13,,S
736,FALSE,3,male,28.5,0,0,16.1,,S
737,FALSE,3,female,48,1,3,34.375,,S
738,TRUE,1,male,35,0,0,512.3292,B101,C
739,FALSE,3,male,NA,0,0,7.8958,,S
740,FALSE,3,male,NA,0,0,7.8958,,S
741,TRUE,1,male,NA,0,0,30,D45,S
742,FALSE,1,male,36,1,0,78.85,C46,S
743,TRUE,1,female,21,2,2,262.375,B57 B59 B63 B66,C
744,FALSE,3,male,24,1,0,16.1,,S
745,TRUE,3,male,31,0,0,7.925,,S
746,FALSE,1,male,70,1,1,71,B22,S
747,FALSE,3,male,16,1,1,20.25,,S
748,TRUE,2,female,30,0,0,13,,S
749,FALSE,1,male,19,1,0,53.1,D30,S
750,FALSE,3,male,31,0,0,7.75,,Q
751,TRUE,2,female,4,1,1,23,,S
752,TRUE,3,male,6,0,1,12.475,E121,S
753,FALSE,3,male,33,0,0,9.5,,S
754,FALSE,3,male,23,0,0,7.8958,,S
755,TRUE,2,female,48,1,2,65,,S
756,TRUE,2,male,0.67,1,1,14.5,,S
757,FALSE,3,male,28,0,0,7.7958,,S
758,FALSE,2,male,18,0,0,11.5,,S
759,FALSE,3,male,34,0,0,8.05,,S
760,TRUE,1,female,33,0,0,86.5,B77,S
761,FALSE,3,male,NA,0,0,14.5,,S
762,FALSE,3,male,41,0,0,7.125,,S
763,TRUE,3,male,20,0,0,7.2292,,C
764,TRUE,1,female,36,1,2,120,B96 B98,S
765,FALSE,3,male,16,0,0,7.775,,S
766,TRUE,1,female,51,1,0,77.9583,D11,S
767,FALSE,1,male,NA,0,0,39.6,,C
768,FALSE,3,female,30.5,0,0,7.75,,Q
769,FALSE,3,male,NA,1,0,24.15,,Q
770,FALSE,3,male,32,0,0,8.3625,,S
771,FALSE,3,male,24,0,0,9.5,,S
772,FALSE,3,male,48,0,0,7.8542,,S
773,FALSE,2,female,57,0,0,10.5,E77,S
774,FALSE,3,male,NA,0,0,7.225,,C
775,TRUE,2,female,54,1,3,23,,S
776,FALSE,3,male,18,0,0,7.75,,S
777,FALSE,3,male,NA,0,0,7.75,F38,Q
778,TRUE,3,female,5,0,0,12.475,,S
779,FALSE,3,male,NA,0,0,7.7375,,Q
780,TRUE,1,female,43,0,1,211.3375,B3,S
781,TRUE,3,female,13,0,0,7.2292,,C
782,TRUE,1,female,17,1,0,57,B20,S
783,FALSE,1,male,29,0,0,30,D6,S
784,FALSE,3,male,NA,1,2,23.45,,S
785,FALSE,3,male,25,0,0,7.05,,S
786,FALSE,3,male,25,0,0,7.25,,S
787,TRUE,3,female,18,0,0,7.4958,,S
788,FALSE,3,male,8,4,1,29.125,,Q
789,TRUE,3,male,1,1,2,20.575,,S
790,FALSE,1,male,46,0,0,79.2,B82 B84,C
791,FALSE,3,male,NA,0,0,7.75,,Q
792,FALSE,2,male,16,0,0,26,,S
793,FALSE,3,female,NA,8,2,69.55,,S
794,FALSE,1,male,NA,0,0,30.6958,,C
795,FALSE,3,male,25,0,0,7.8958,,S
796,FALSE,2,male,39,0,0,13,,S
797,TRUE,1,female,49,0,0,25.9292,D17,S
798,TRUE,3,female,31,0,0,8.6833,,S
799,FALSE,3,male,30,0,0,7.2292,,C
800,FALSE,3,female,30,1,1,24.15,,S
801,FALSE,2,male,34,0,0,13,,S
802,TRUE,2,female,31,1,1,26.25,,S
803,TRUE,1,male,11,1,2,120,B96 B98,S
804,TRUE,3,male,0.42,0,1,8.5167,,C
805,TRUE,3,male,27,0,0,6.975,,S
806,FALSE,3,male,31,0,0,7.775,,S
807,FALSE,1,male,39,0,0,0,A36,S
808,FALSE,3,female,18,0,0,7.775,,S
809,FALSE,2,male,39,0,0,13,,S
810,TRUE,1,female,33,1,0,53.1,E8,S
811,FALSE,3,male,26,0,0,7.8875,,S
812,FALSE,3,male,39,0,0,24.15,,S
813,FALSE,2,male,35,0,0,10.5,,S
814,FALSE,3,female,6,4,2,31.275,,S
815,FALSE,3,male,30.5,0,0,8.05,,S
816,FALSE,1,male,NA,0,0,0,B102,S
817,FALSE,3,female,23,0,0,7.925,,S
818,FALSE,2,male,31,1,1,37.0042,,C
819,FALSE,3,male,43,0,0,6.45,,S
820,FALSE,3,male,10,3,2,27.9,,S
821,TRUE,1,female,52,1,1,93.5,B69,S
822,TRUE,3,male,27,0,0,8.6625,,S
823,FALSE,1,male,38,0,0,0,,S
824,TRUE,3,female,27,0,1,12.475,E121,S
825,FALSE,3,male,2,4,1,39.6875,,S
826,FALSE,3,male,NA,0,0,6.95,,Q
827,FALSE,3,male,NA,0,0,56.4958,,S
828,TRUE,2,male,1,0,2,37.0042,,C
829,TRUE,3,male,NA,0,0,7.75,,Q
830,TRUE,1,female,62,0,0,80,B28,
831,TRUE,3,female,15,1,0,14.4542,,C
832,TRUE,2,male,0.83,1,1,18.75,,S
833,FALSE,3,male,NA,0,0,7.2292,,C
834,FALSE,3,male,23,0,0,7.8542,,S
835,FALSE,3,male,18,0,0,8.3,,S
836,TRUE,1,female,39,1,1,83.1583,E49,C
837,FALSE,3,male,21,0,0,8.6625,,S
838,FALSE,3,male,NA,0,0,8.05,,S
839,TRUE,3,male,32,0,0,56.4958,,S
840,TRUE,1,male,NA,0,0,29.7,C47,C
841,FALSE,3,male,20,0,0,7.925,,S
842,FALSE,2,male,16,0,0,10.5,,S
843,TRUE,1,female,30,0,0,31,,C
844,FALSE,3,male,34.5,0,0,6.4375,,C
845,FALSE,3,male,17,0,0,8.6625,,S
846,FALSE,3,male,42,0,0,7.55,,S
847,FALSE,3,male,NA,8,2,69.55,,S
848,FALSE,3,male,35,0,0,7.8958,,C
849,FALSE,2,male,28,0,1,33,,S
850,TRUE,1,female,NA,1,0,89.1042,C92,C
851,FALSE,3,male,4,4,2,31.275,,S
852,FALSE,3,male,74,0,0,7.775,,S
853,FALSE,3,female,9,1,1,15.2458,,C
854,TRUE,1,female,16,0,1,39.4,D28,S
855,FALSE,2,female,44,1,0,26,,S
856,TRUE,3,female,18,0,1,9.35,,S
857,TRUE,1,female,45,1,1,164.8667,,S
858,TRUE,1,male,51,0,0,26.55,E17,S
859,TRUE,3,female,24,0,3,19.2583,,C
860,FALSE,3,male,NA,0,0,7.2292,,C
861,FALSE,3,male,41,2,0,14.1083,,S
862,FALSE,2,male,21,1,0,11.5,,S
863,TRUE,1,female,48,0,0,25.9292,D17,S
864,FALSE,3,female,NA,8,2,69.55,,S
865,FALSE,2,male,24,0,0,13,,S
866,TRUE,2,female,42,0,0,13,,S
867,TRUE,2,female,27,1,0,13.8583,,C
868,FALSE,1,male,31,0,0,50.4958,A24,S
869,FALSE,3,male,NA,0,0,9.5,,S
870,TRUE,3,male,4,1,1,11.1333,,S
871,FALSE,3,male,26,0,0,7.8958,,S
872,TRUE,1,female,47,1,1,52.5542,D35,S
873,FALSE,1,male,33,0,0,5,B51 B53 B55,S
874,FALSE,3,male,47,0,0,9,,S
875,TRUE,2,female,28,1,0,24,,C
876,TRUE,3,female,15,0,0,7.225,,C
877,FALSE,3,male,20,0,0,9.8458,,S
878,FALSE,3,male,19,0,0,7.8958,,S
879,FALSE,3,male,NA,0,0,7.8958,,S
880,TRUE,1,female,56,0,1,83.1583,C50,C
881,TRUE,2,female,25,0,1,26,,S
882,FALSE,3,male,33,0,0,7.8958,,S
883,FALSE,3,female,22,0,0,10.5167,,S
884,FALSE,2,male,28,0,0,10.5,,S
885,FALSE,3,male,25,0,0,7.05,,S
886,FALSE,3,female,39,0,5,29.125,,Q
887,FALSE,2,male,27,0,0,13,,S
888,TRUE,1,female,19,0,0,30,B42,S
889,FALSE,3,female,NA,1,2,23.45,,S
890,TRUE,1,male,26,0,0,30,C148,C
891,FALSE,3,male,32,0,0,7.75,,Q
